source,translation_reference,translation_hypothesis,sentence_bleu_score
Y a medida que progresamos en la ciencia nos metemos cada vez ms en una zona incmoda en la que tenemos que reconocer que las categoras simplistas que manejbamos probablemente son demasiado simplistas.,"And as we get farther and farther with our science,  we get more and more into a discomforted zone  where we have to acknowledge  that the simplistic categories we've had  are probably overly simplistic.",And as we progress in science we get more and more into an uncompromising area where we have to recognize that the simplistic categories we handle are probably too simplistic.,0.3255940376017093
Y estamos observando esto en todos los mbitos de la vida humana.,So we're seeing this  in all sorts of places in human life.,And we're observing this in all aspects of human life.,0.3383473685716838
"Uno de ellos, por ejemplo, en nuestra cultura actual, en los EE. UU. de hoy, son las luchas al principio y al fin de la vida.","One of the places we're seeing it, for example,  in our culture today, in the United States today,  is battles over the beginning of life and the end of life.","One of them, for example, in our current culture, in the U.S. today, is the struggles at the beginning and end of life.",0.1590108056969325
Es difcil fijar un momento a partir del cual un cuerpo se torna humano y tiene derechos diferentes a los de los fetos.,"We have difficult conversations  about at what point we decide a body becomes a human,  such that it has a different right than a fetal life.",It is difficult to set a time from which a body becomes human and has rights different from those of fetuses.,0.16129757496121663
"Hay discusiones muy acaloradas hoy en da -quiz no en pblico, pero s dentro de la medicina- respecto a cundo alguien se considera muerto.",We have very difficult conversations nowadays --  probably not out in the open as much as within medicine --  about the question of when somebody's dead.,"There are very heated discussions today in da - maybe not in public, but s within medicine - about when someone considers himself dead.",0.3192247242499709
Nuestros antepasados nunca tuvieron que vrselas con esta cuestin de si alguien estaba muerto.,"In the past, our ancestors never had to struggle so much  with this question of when somebody was dead.",Our ancestors never had to dress them with this question of whether anyone was dead.,0.2769485984362852
Como mucho le ponan una pluma delante de la nariz y si se mova todava no lo enterraban.,"At most, they'd stick a feather on somebody's nose,  and if it twitched, they didn't bury them yet.","At most they put a pen in front of his nose and if he was still moving, they wouldn't bury it.",0.34572078464194106
Si dejaba de moverse lo enterraban.,"If it stopped twitching, you bury them.","If he stopped moving, they would bury him.",0.7825422900366437
"Pero hoy podemos, por ejemplo, extraer rganos vitales de un cuerpo y ponerlos en otro cuerpo.","But today, we have a situation  where we want to take vital organs out of beings  and give them to other beings.","But today we can, for example, extract vital organs from one body and put them in another body.",0.2996384701916308
"Y, como consecuencia, debemos enfrentarnos al dilema de determinar realmente la muerte de alguien. Y esto nos coloca en una situacin difcil en la que no tenemos las categoras simples del pasado.","And as a consequence,  we're stuck with having to struggle with this really difficult question  about who's dead,  and this leads us to a really difficult situation  where we don't have such simple categories as we've had before.","And as a result, we must face the dilemma of really determining someone's death, and this puts us in a difficult situation where we don't have the simple categories of the past.",0.18542807563209868
Y quiz piensen que esta explosin de categoras podra alegrar a alguien como yo.,Now you might think that all this breaking-down of categories  would make somebody like me really happy.,And maybe they think this category explosion could cheer up someone like me.,0.5095248904108802
"En poltica soy progresista, defiendo a las personas con cuerpos inusuales, pero tengo que admitir que me pone nerviosa.","I'm a political progressive, I defend people with unusual bodies,  but I have to admit to you that it makes me nervous.","In politics I am progressive, defending people with unusual bodies, but I have to admit that it makes me nervous.",0.5454966652138936
Constatar que estas categoras son mucho ms inestables de lo que pensbamos me tensa.,Understanding that these categories  are really much more unstable than we thought makes me tense.,To find that these categories are much more unstable than we thought I was tense.,0.5038920485259633
Tensa desde el punto de vista del concepto de democracia.,And it makes me tense  from the point of view of thinking about democracy.,Tens from the point of view of the concept of democracy.,0.3653314643045625
Y para contarles de esta tensin primero tengo que admitir que soy una ferviente admiradora de los Padres Fundadores.,"So in order to tell you about that tension,  I have to first admit to you that I'm a huge fan of the Founding Fathers.",And to tell you about this tension first I have to admit that I am a fervent admirer of the Founding Fathers.,0.25088052144206235
"S que eran racistas, s que eran sexistas, pero eran grandes.","I know they were racists, I know they were sexist,  but they were great.","I know they were racist, they were sexist, but they were big.",0.5367088830805397
"Quiero decir, eran tan valientes y audaces y tan radicales en lo que hicieron, que me encuentro cada tanto viendo ese musical cursi ""1776"" y no por la msica, que es totalmente pasable.","I mean, they were so brave and so bold  and so radical in what they did  that I find myself watching that cheesy musical ""1776"" every few years,  and it's not because of the music, which is totally forgettable.","I mean, they were so brave and bold and so radical in what they did, that I find myself every so often watching that cheesy musical ""1776"" and not for the music, which is totally passable.",0.54355232858047
Es por lo que ocurri en 1776 con los Padres Fundadores.,It's because of what happened in 1776  with the Founding Fathers.,That is why it happened in 1776 with the Founding Fathers.,0.5706745777055999
"Los Padres Fundadores fueron, para m, los primeros activistas de la anatoma y les explico por qu.","The Founding Fathers were, for my point of view,  the original anatomical activists,  and this is why.","The Founding Fathers were, to me, the first activists of the anatoma and I explain why.",0.17103943246074765
Lo que ellos rechazaban era un concepto anatmico y lo reemplazaban con otro que era radical y hermoso y se mantuvo durante 200 aos.,What they rejected was an anatomical concept  and replaced it with another one  that was radical and beautiful and held us for 200 years.,What they rejected was an anatomical concept and replaced it with another one that was radical and beautiful and remained for 200 years.,0.841354400365363
